oil_level_pct,temp_oil_C,temp_winding_C,voltage_A_V,voltage_B_V,voltage_C_V,current_A_A,current_B_A,current_C_A,voltage_avg_V,current_avg_A,voltage_unbal_pct,current_unbal_pct,load_pct,delta_temp_C,power_factor,resistance_pu,fault_label,fault_name
77.43,87.75,93.5,236.52,242.34,239.58,234.7,253.76,253.59,239.48,247.35,1.235,5.115,88.88,5.75,0.8522,1.0711,1,Overheating
88.45,61.89,86.24,291.03,304.14,299.59,199.83,211.8,205.65,298.26,205.76,2.422,2.935,92.09,24.34,0.8019,0.9641,5,Over_Voltage
86.49,71.99,94.09,224.67,225.47,226.07,395.99,414.34,398.85,225.4,403.06,0.326,2.797,136.28,22.1,0.8437,0.9349,6,Over_Current
86.64,62.87,77.59,291.09,284.95,288.05,189.67,226.47,206.48,288.03,207.54,1.069,9.121,89.61,14.72,0.8159,1.0061,5,Over_Voltage
26.76,72.09,83.64,240.7,241.64,241.03,198.34,186.49,198.87,241.12,194.57,0.214,4.152,70.37,11.55,0.807,0.8631,2,Low_Oil_Level
86.23,67.52,108.25,223.73,232.0,231.31,359.62,321.12,340.59,229.01,340.45,2.306,5.676,116.87,40.73,0.8443,0.9325,6,Over_Current
85.66,85.77,123.19,179.53,209.98,161.84,3261.65,3125.15,3308.88,183.78,3231.9,14.252,3.303,888.65,37.42,0.6282,0.4972,3,Short_Circuit
87.05,80.13,80.07,223.71,222.67,234.69,311.8,276.77,288.09,227.02,292.22,3.378,6.7,99.5,-0.07,0.8262,1.1184,6,Over_Current
82.02,78.36,133.17,150.53,168.44,190.17,2401.31,2610.54,2385.15,169.71,2465.67,12.056,5.876,627.39,54.82,0.6392,0.2806,3,Short_Circuit
94.97,59.39,86.65,302.7,310.63,309.43,224.64,194.95,203.55,307.59,207.71,1.588,8.15,95.77,27.26,0.8673,0.9773,5,Over_Voltage
81.5,99.8,99.15,239.04,243.47,239.79,283.76,240.37,263.05,240.77,262.4,1.124,8.393,94.72,-0.65,0.8824,1.0092,1,Overheating
83.97,82.21,106.77,238.46,237.48,235.49,272.89,255.15,259.46,237.15,262.5,0.696,3.957,93.38,24.56,0.8262,1.0325,1,Overheating
55.6,78.91,73.43,238.97,237.8,238.08,190.81,201.05,182.92,238.28,191.59,0.289,4.938,68.48,-5.48,0.8642,1.0004,2,Low_Oil_Level
85.31,55.4,80.1,286.31,238.14,239.93,2.4,182.78,191.65,254.79,125.61,12.369,98.09,45.1,24.7,0.8549,19.7822,4,Open_Circuit
85.88,70.98,104.99,228.45,228.4,237.3,283.73,267.54,288.86,231.38,280.05,2.557,4.467,97.24,34.01,0.8492,0.9817,6,Over_Current
84.62,57.07,83.2,290.83,291.96,298.73,213.21,205.35,195.89,293.84,204.82,1.665,4.36,90.24,26.13,0.8346,0.9893,5,Over_Voltage
28.24,70.09,93.31,238.33,236.22,237.12,188.83,187.02,203.82,237.22,193.22,0.466,5.485,68.75,23.22,0.8199,0.9989,2,Low_Oil_Level
47.18,76.9,95.94,242.89,238.16,237.45,189.99,184.23,193.17,239.5,189.13,1.417,2.59,67.95,19.04,0.8224,1.0297,2,Low_Oil_Level
89.18,101.41,137.51,134.28,160.08,141.55,1184.09,1123.49,1193.39,145.3,1166.99,10.17,3.728,253.89,36.1,0.7232,0.3536,3,Short_Circuit
86.23,72.37,117.81,222.08,224.53,235.27,257.84,253.6,276.57,227.29,262.67,3.508,5.291,89.63,45.45,0.875,1.0591,6,Over_Current
85.62,51.8,69.15,237.4,237.85,240.6,181.92,187.21,206.59,238.62,191.91,0.83,7.653,68.71,17.35,0.8564,1.0623,0,Normal
73.3,79.07,94.36,238.07,241.71,237.76,267.38,260.98,254.55,239.18,260.97,1.057,2.46,93.63,15.28,0.8931,0.9186,1,Overheating
81.16,85.61,124.66,236.18,236.04,239.28,266.21,234.23,273.63,237.17,258.02,0.89,9.222,91.82,39.05,0.8613,0.9878,1,Overheating
39.09,71.21,93.74,242.44,239.08,244.77,190.29,190.31,195.74,242.09,192.11,1.246,1.887,69.77,22.53,0.7824,1.0516,2,Low_Oil_Level
87.92,70.34,111.42,226.84,231.56,222.26,510.34,474.29,449.89,226.89,478.18,2.061,6.727,162.79,41.08,0.8276,0.8961,6,Over_Current
83.76,88.81,93.05,240.28,242.34,240.31,237.21,242.35,263.83,240.98,247.8,0.565,6.469,89.56,4.24,0.8426,0.9866,1,Overheating
39.68,64.83,94.89,239.81,240.35,237.78,204.65,191.12,185.25,239.32,193.67,0.64,5.667,69.53,30.07,0.8506,0.9934,2,Low_Oil_Level
82.3,79.44,117.2,241.89,239.29,239.83,273.5,233.79,274.05,240.34,260.45,0.647,10.235,93.91,37.76,0.8812,0.9849,1,Overheating
91.02,84.61,107.0,221.3,223.48,230.76,374.1,392.15,398.88,225.18,388.38,2.476,3.675,131.24,22.39,0.8102,1.1019,6,Over_Current
92.21,51.04,79.49,238.3,292.39,237.32,191.92,2.3,189.93,256.0,128.05,14.212,98.204,45.74,28.45,0.8847,6.3038,4,Open_Circuit
87.37,53.74,83.37,241.12,239.97,289.42,196.28,204.21,1.21,256.84,133.9,12.685,99.097,48.34,29.62,0.8703,13.8326,4,Open_Circuit
85.25,85.98,112.42,228.43,231.65,223.58,406.77,386.57,370.52,227.89,387.95,1.889,4.849,132.65,26.43,0.8324,1.0324,6,Over_Current
87.66,64.85,85.57,295.28,291.25,294.38,205.05,205.8,223.71,293.64,211.52,0.813,5.762,93.17,20.71,0.8333,0.9137,5,Over_Voltage
38.72,69.25,89.77,243.7,243.17,238.61,185.87,192.07,193.62,241.83,190.52,1.329,2.441,69.1,20.52,0.8431,0.9569,2,Low_Oil_Level
78.57,78.0,101.42,236.48,239.52,236.88,238.66,233.56,243.77,237.63,238.66,0.795,2.138,85.06,23.43,0.8771,1.1,1,Overheating
81.65,89.14,117.89,161.13,178.12,199.7,2299.47,2428.16,2364.57,179.65,2364.07,11.16,2.732,637.61,28.75,0.7718,0.2429,3,Short_Circuit
87.22,90.0,128.15,166.42,147.12,147.96,1397.08,1401.01,1379.84,153.83,1392.64,8.184,0.919,321.39,38.15,0.7507,0.5487,3,Short_Circuit
92.28,56.94,83.4,239.6,238.81,265.27,198.17,199.15,2.67,247.89,133.33,7.011,97.998,47.87,26.47,0.9014,15.3061,4,Open_Circuit
42.49,73.51,89.35,243.16,238.97,240.75,194.83,195.52,208.62,240.96,199.66,0.913,4.488,72.16,15.85,0.871,0.9073,2,Low_Oil_Level
33.7,80.75,84.64,240.64,237.1,238.01,190.86,196.94,191.45,238.58,193.08,0.862,1.999,69.09,3.89,0.7836,1.099,2,Low_Oil_Level
39.54,65.74,94.22,241.78,237.92,244.21,195.3,198.36,196.99,241.3,196.88,1.403,0.806,71.26,28.49,0.8167,1.0178,2,Low_Oil_Level
84.82,59.95,86.61,241.54,241.0,261.85,189.3,189.9,2.08,248.13,127.09,5.53,98.367,46.02,26.65,0.8767,6.706,4,Open_Circuit
86.26,53.79,79.62,242.85,284.76,236.69,187.56,1.47,190.72,254.77,126.58,11.772,98.84,45.55,25.83,0.8651,13.4401,4,Open_Circuit
81.14,81.89,118.16,235.8,238.19,236.93,247.71,253.48,254.68,236.97,251.95,0.514,1.686,89.56,36.27,0.8734,0.9433,1,Overheating
80.13,66.05,88.21,298.55,305.61,300.1,233.27,194.61,209.32,301.42,212.4,1.39,9.827,95.97,22.16,0.8048,0.9112,5,Over_Voltage
85.5,50.76,65.07,242.79,238.33,239.2,202.81,205.35,188.83,240.1,199.0,1.117,5.108,71.67,14.32,0.8883,0.9919,0,Normal
83.64,99.74,126.8,142.01,192.3,172.95,2705.1,2595.61,2726.71,169.09,2675.81,16.015,2.997,677.43,27.07,0.6179,0.2226,3,Short_Circuit
88.98,65.43,79.15,294.72,291.64,290.15,205.44,195.58,194.65,292.17,198.56,0.873,3.465,87.03,13.72,0.8549,1.02,5,Over_Voltage
88.26,67.23,76.05,282.35,281.97,284.45,217.35,198.79,200.52,282.92,205.55,0.537,5.74,87.23,8.83,0.8145,0.9974,5,Over_Voltage
83.56,51.46,75.11,241.33,278.45,239.63,195.64,2.77,208.18,253.14,135.53,10.0,97.954,48.94,23.65,0.8599,10.5048,4,Open_Circuit
83.74,59.68,73.78,237.55,241.96,240.59,182.44,187.55,203.72,240.03,191.24,1.036,6.526,68.87,14.1,0.8771,1.0201,0,Normal
78.76,93.03,102.89,242.15,240.84,244.18,271.11,253.29,225.57,242.39,249.99,0.737,9.768,90.87,9.86,0.835,1.0037,1,Overheating
86.52,54.7,60.92,239.93,242.76,241.88,197.74,206.44,198.83,241.52,201.0,0.659,2.705,72.83,6.22,0.8908,1.0883,0,Normal
86.56,98.42,122.41,243.18,238.73,239.98,257.46,279.11,250.26,240.63,262.28,1.058,6.419,94.65,23.99,0.8632,0.9592,1,Overheating
25.15,78.03,97.65,238.39,238.45,240.35,189.56,208.86,197.55,239.07,198.65,0.539,5.138,71.24,19.62,0.7565,1.0265,2,Low_Oil_Level
88.57,80.45,104.69,221.25,228.05,218.72,438.49,445.86,450.29,222.67,444.88,2.414,1.437,148.59,24.24,0.7899,1.0789,6,Over_Current
83.36,57.33,70.43,236.02,238.85,237.86,200.71,187.97,208.36,237.58,199.01,0.655,5.546,70.91,13.1,0.8509,0.9451,0,Normal
86.67,51.29,72.86,274.38,240.51,240.15,1.59,187.58,185.58,251.68,124.92,9.019,98.73,45.06,21.57,0.8889,13.295,4,Open_Circuit
85.82,76.52,104.32,221.3,220.77,223.27,485.13,478.2,493.75,221.78,485.69,0.672,1.659,161.58,27.8,0.8593,1.0384,6,Over_Current
84.02,58.92,81.52,239.3,236.82,267.45,193.33,180.07,2.13,247.86,125.18,7.906,98.301,44.74,22.61,0.8781,19.6288,4,Open_Circuit
88.93,48.93,65.96,238.68,238.54,239.39,181.74,183.05,190.61,238.87,185.14,0.218,2.959,66.34,17.02,0.8647,1.0215,0,Normal
87.08,73.72,130.85,238.53,238.24,240.25,252.46,279.43,262.04,239.01,264.64,0.522,5.586,94.87,57.13,0.8796,0.9801,1,Overheating
88.08,64.39,91.97,318.24,328.08,323.02,199.49,222.71,207.96,323.11,210.05,1.538,6.026,101.86,27.58,0.844,1.0031,5,Over_Voltage
87.38,74.65,114.07,163.22,192.64,166.79,2961.44,2847.65,3082.88,174.22,2963.99,10.573,4.011,773.06,39.43,0.7001,0.1933,3,Short_Circuit
81.07,96.49,131.0,172.39,162.81,151.76,1372.89,1534.24,1483.46,162.32,1463.53,6.504,6.193,355.8,34.5,0.6888,0.1156,3,Short_Circuit
84.01,68.03,75.32,316.66,313.82,315.84,194.99,191.3,200.18,315.44,195.49,0.514,2.398,92.5,7.29,0.7971,0.9689,5,Over_Voltage
79.07,91.1,114.18,239.09,238.1,245.52,255.86,242.02,239.74,240.91,245.88,1.915,4.062,88.83,23.09,0.8664,1.028,1,Overheating
86.45,85.85,136.09,147.45,130.47,129.21,2325.5,2238.44,2157.24,135.71,2240.39,8.648,3.799,456.84,50.24,0.7209,0.4482,3,Short_Circuit
87.33,63.02,73.26,297.61,298.16,294.97,196.92,188.62,222.49,296.91,202.68,0.656,9.777,90.24,10.23,0.8752,0.9879,5,Over_Voltage
90.42,69.99,102.63,199.87,136.73,158.3,2113.05,2178.15,2236.75,164.97,2175.98,21.156,2.892,537.12,32.64,0.6693,0.1177,3,Short_Circuit
86.28,83.5,92.8,223.01,227.5,230.34,336.21,348.37,329.73,226.95,338.1,1.734,3.038,115.09,9.3,0.8576,1.0907,6,Over_Current
84.95,74.4,84.76,290.78,293.16,294.48,211.04,223.0,216.6,292.81,216.88,0.693,2.822,95.26,10.37,0.8123,1.0831,5,Over_Voltage
86.89,98.08,135.24,134.49,195.8,145.78,2625.47,2845.21,2715.5,158.69,2728.73,23.387,4.269,653.03,37.16,0.6094,0.4926,3,Short_Circuit
39.08,69.73,82.66,239.66,240.93,240.0,194.61,189.02,189.41,240.2,191.01,0.303,1.883,68.82,12.93,0.8571,0.9843,2,Low_Oil_Level
92.5,86.95,115.34,155.43,159.24,178.51,3426.02,3171.89,3103.09,164.39,3233.66,8.588,5.949,795.76,28.39,0.6134,0.2513,3,Short_Circuit
47.29,67.17,85.04,240.63,238.9,240.47,190.2,202.8,191.51,240.0,194.84,0.458,4.089,70.14,17.86,0.8554,1.1152,2,Low_Oil_Level
81.31,80.01,110.44,240.42,245.15,239.48,246.29,253.26,245.84,241.68,248.46,1.433,1.931,90.09,30.43,0.8956,1.0168,1,Overheating
87.06,60.16,82.59,271.17,271.38,274.02,201.08,219.51,220.16,272.19,213.59,0.672,5.854,87.21,22.44,0.8485,1.0338,5,Over_Voltage
84.91,54.78,80.31,264.12,237.24,238.65,2.19,190.3,192.49,246.67,128.33,7.073,98.29,45.83,25.53,0.8627,7.7843,4,Open_Circuit
79.6,60.67,76.15,270.74,274.44,273.79,217.17,236.24,204.44,272.99,219.28,0.823,7.733,89.8,15.49,0.7926,0.9527,5,Over_Voltage
86.96,54.59,71.77,241.29,236.61,284.09,198.5,199.73,2.24,254.0,133.49,11.849,98.324,47.9,17.19,0.9131,13.8547,4,Open_Circuit
85.01,85.85,121.1,151.55,129.8,193.87,979.76,930.09,982.17,158.41,964.01,22.389,3.518,229.81,35.25,0.6871,0.3216,3,Short_Circuit
86.75,65.14,70.32,313.78,313.06,309.54,212.92,192.25,201.68,312.13,202.28,0.827,5.259,94.71,5.18,0.8389,1.0367,5,Over_Voltage
90.17,77.92,112.75,234.32,242.45,242.56,262.22,271.04,275.53,239.78,269.6,2.275,2.736,96.99,34.83,0.8732,0.9476,1,Overheating
85.2,90.49,102.18,227.72,231.76,225.26,500.12,499.11,519.55,228.25,506.26,1.54,2.625,173.3,11.69,0.8054,0.9788,6,Over_Current
86.92,93.07,111.03,139.86,128.13,129.99,2236.79,2424.87,2485.4,132.66,2382.35,5.427,6.11,473.3,17.96,0.609,0.2517,3,Short_Circuit
87.0,64.28,122.76,230.58,231.48,231.18,333.55,342.14,344.11,231.08,339.93,0.216,1.878,117.83,58.48,0.8173,1.0174,6,Over_Current
86.54,80.7,109.18,154.0,166.26,160.87,2975.06,2877.33,2568.84,160.38,2807.08,3.979,8.487,674.9,28.48,0.733,0.2544,3,Short_Circuit
82.28,84.14,124.71,236.72,238.82,237.49,269.15,264.75,233.53,237.68,255.81,0.482,8.709,91.2,40.57,0.8483,0.9794,1,Overheating
89.33,55.41,73.67,240.89,247.7,280.68,201.14,189.17,2.08,256.42,130.8,9.459,98.409,47.95,18.26,0.8955,14.831,4,Open_Circuit
88.82,75.25,101.36,222.6,227.54,220.51,366.12,372.76,361.75,223.55,366.88,1.786,1.603,123.04,26.11,0.8392,0.9875,6,Over_Current
88.2,51.26,69.9,293.5,293.32,292.55,208.26,217.58,191.4,293.12,205.75,0.196,6.973,90.47,18.63,0.807,0.9101,5,Over_Voltage
78.35,92.36,102.15,242.16,239.5,234.39,253.53,264.5,227.99,238.69,248.67,1.798,8.319,89.09,9.8,0.8381,0.9732,1,Overheating
29.82,78.51,91.77,236.24,241.01,237.17,188.52,203.68,205.6,238.14,199.27,1.204,5.392,71.19,13.26,0.885,0.9837,2,Low_Oil_Level
87.1,77.74,127.94,125.7,126.91,157.48,1139.88,1169.03,1272.4,136.7,1193.77,15.204,6.587,246.01,50.2,0.6426,0.4513,3,Short_Circuit
86.83,57.29,63.76,237.67,239.89,239.13,172.21,194.11,219.54,238.9,195.29,0.514,12.42,70.0,6.46,0.9293,0.9771,0,Normal
87.8,59.98,60.68,240.83,237.5,234.89,191.22,190.06,194.94,237.74,192.07,1.298,1.49,68.49,0.7,0.878,1.0871,0,Normal
28.82,76.82,94.92,236.69,239.26,242.35,184.65,201.4,198.29,239.44,194.78,1.218,5.2,69.97,18.1,0.8507,1.0264,2,Low_Oil_Level
54.18,59.7,90.92,240.67,238.85,243.08,189.89,194.27,185.59,240.87,189.91,0.919,2.291,68.61,31.22,0.8533,1.004,2,Low_Oil_Level
54.86,72.97,89.47,238.55,236.53,237.37,196.93,208.99,195.24,237.48,200.39,0.448,4.295,71.38,16.5,0.7862,1.0503,2,Low_Oil_Level
29.4,75.24,75.3,239.12,239.72,238.58,202.18,197.19,185.79,239.14,195.05,0.241,4.748,69.97,0.06,0.8473,1.0116,2,Low_Oil_Level
74.43,81.91,93.14,241.32,242.86,241.22,225.28,265.56,247.89,241.8,246.24,0.438,8.515,89.33,11.23,0.8398,0.948,1,Overheating
86.66,59.75,72.79,269.57,240.12,241.13,1.89,187.38,189.14,250.27,126.14,7.71,98.498,45.56,13.03,0.8843,7.2197,4,Open_Circuit
54.71,71.8,98.92,238.57,243.32,239.47,204.59,190.8,198.25,240.46,197.88,1.192,3.579,71.36,27.12,0.8236,0.9721,2,Low_Oil_Level
87.01,54.48,78.97,308.13,311.78,304.72,214.29,225.86,200.65,308.21,213.6,1.158,6.063,98.79,24.49,0.8445,1.0238,5,Over_Voltage
92.15,90.36,146.63,149.48,163.64,159.15,2314.16,2517.29,2336.01,157.42,2389.15,5.048,5.363,564.81,56.27,0.6984,0.6271,3,Short_Circuit
91.05,62.49,80.73,303.07,302.39,301.16,216.46,207.12,199.13,302.21,207.57,0.347,4.282,94.1,18.24,0.7757,1.0128,5,Over_Voltage
91.17,52.39,57.48,237.93,240.06,239.08,203.16,190.61,186.05,239.02,193.27,0.459,5.116,69.29,5.09,0.8844,1.0621,0,Normal
89.86,54.36,50.64,238.82,238.85,243.03,191.83,197.67,191.62,240.23,193.71,1.163,2.047,69.8,-3.72,0.9146,0.9662,0,Normal
83.76,50.29,61.54,238.66,237.29,239.4,195.07,191.0,194.27,238.45,193.45,0.486,1.265,69.19,11.25,0.8869,0.9189,0,Normal
90.45,71.26,73.07,300.79,304.62,304.32,219.73,207.11,218.25,303.24,215.03,0.809,3.681,97.8,1.81,0.8316,1.0745,5,Over_Voltage
88.53,67.76,91.25,223.25,235.84,221.66,419.04,415.72,445.46,226.92,426.74,3.931,4.387,145.17,23.48,0.84,0.9248,6,Over_Current
90.34,93.5,117.33,164.64,165.03,182.5,3573.57,3478.3,3276.23,170.72,3442.7,6.897,4.835,880.15,23.83,0.7516,0.1748,3,Short_Circuit
37.44,81.14,91.0,237.92,237.39,239.68,198.67,192.48,194.93,238.33,195.36,0.567,1.692,69.84,9.86,0.8823,0.9447,2,Low_Oil_Level
86.32,79.37,109.63,228.12,232.57,228.92,375.73,383.17,390.21,229.87,383.03,1.176,1.906,132.08,30.26,0.844,0.9994,6,Over_Current
81.1,55.7,62.1,244.88,240.94,247.82,196.85,195.87,200.32,244.55,197.68,1.474,1.333,72.52,6.4,0.8624,0.9927,0,Normal
88.67,64.13,61.99,239.4,241.15,238.9,190.63,195.67,198.18,239.81,194.83,0.556,2.157,70.08,-2.13,0.8707,1.0716,0,Normal
76.1,80.72,106.44,237.55,238.75,239.77,232.88,267.08,246.75,238.69,248.91,0.478,7.302,89.12,25.72,0.8888,1.023,1,Overheating
86.27,62.53,88.51,255.6,244.81,233.06,3.13,186.7,185.7,244.49,125.17,4.673,97.503,44.89,25.98,0.8594,16.7717,4,Open_Circuit
85.0,88.82,136.38,173.06,181.35,185.19,3240.73,3305.53,3562.05,179.87,3369.44,3.783,5.716,909.97,47.56,0.5768,0.403,3,Short_Circuit
89.63,92.83,119.58,207.84,200.81,148.14,1061.23,1259.42,1223.61,185.59,1181.42,20.18,10.174,327.36,26.76,0.6341,0.2692,3,Short_Circuit
89.07,66.8,62.04,242.77,242.22,238.62,194.73,196.15,198.67,241.2,196.52,1.071,1.098,71.1,-4.76,0.8831,1.0629,0,Normal
86.8,59.74,81.77,310.63,303.91,306.91,198.1,199.8,202.61,307.15,200.17,1.133,1.218,92.22,22.03,0.8906,0.9256,5,Over_Voltage
87.65,62.85,66.96,239.62,235.01,273.36,207.27,198.66,2.43,249.33,136.12,9.638,98.214,48.51,4.11,0.8509,10.4425,4,Open_Circuit
86.42,60.21,75.85,296.24,241.6,238.63,2.19,200.41,194.31,258.82,132.31,14.457,98.342,47.72,15.64,0.9006,10.6013,4,Open_Circuit
93.25,56.07,76.63,236.03,240.45,291.93,195.23,206.02,2.28,256.14,134.51,13.975,98.309,48.14,20.55,0.8546,19.7169,4,Open_Circuit
84.49,51.96,65.97,240.71,239.07,240.77,199.28,199.46,195.01,240.18,197.91,0.464,1.467,71.3,14.01,0.8757,1.0013,0,Normal
82.92,52.3,70.82,239.37,238.27,244.52,193.48,183.7,185.16,240.72,187.45,1.579,3.219,67.68,18.52,0.8434,1.0413,0,Normal
86.74,64.5,74.95,322.9,318.58,327.98,207.96,221.75,205.7,323.15,211.8,1.494,4.695,102.63,10.45,0.8199,0.9975,5,Over_Voltage
85.24,79.19,101.88,239.78,239.97,237.74,239.85,255.41,250.06,239.16,248.44,0.595,3.458,89.12,22.69,0.8408,1.0303,1,Overheating
77.39,85.29,127.92,241.84,240.73,234.44,257.6,267.24,237.45,239.0,254.1,1.908,6.552,91.15,42.63,0.8306,0.951,1,Overheating
85.33,97.12,132.95,126.57,155.77,199.99,3472.21,3421.86,3637.65,160.77,3510.57,24.389,3.62,849.99,35.84,0.6817,0.0478,3,Short_Circuit
87.85,75.4,101.92,220.65,235.44,227.05,320.84,307.07,291.6,227.71,306.5,3.392,4.862,104.65,26.53,0.8405,0.9635,6,Over_Current
38.39,75.79,93.99,239.32,238.84,238.91,192.73,188.14,186.48,239.02,189.12,0.125,1.909,67.81,18.2,0.8532,0.9343,2,Low_Oil_Level
87.42,55.97,65.93,237.21,239.35,239.15,210.55,200.34,204.29,238.57,205.06,0.569,2.676,73.38,9.97,0.8859,0.9419,0,Normal
81.26,89.52,121.6,139.95,136.34,129.89,2441.62,2465.6,2403.12,135.39,2436.78,4.065,1.382,494.99,32.08,0.5619,0.0781,3,Short_Circuit
79.13,88.37,122.41,241.89,242.4,236.07,284.39,286.17,256.89,240.12,275.81,1.687,6.861,99.4,34.04,0.8472,1.0672,1,Overheating
86.71,56.15,78.53,240.04,237.3,275.99,184.8,202.03,1.26,251.11,129.37,9.909,99.023,46.32,22.38,0.8719,8.1166,4,Open_Circuit
89.67,83.45,114.96,175.76,129.43,177.64,1129.85,1160.26,1076.96,160.94,1122.35,19.582,4.045,270.03,31.51,0.662,0.1283,3,Short_Circuit
52.45,68.92,99.98,237.54,239.91,238.65,199.36,182.46,197.24,238.7,193.02,0.507,5.471,69.1,31.06,0.8505,0.9211,2,Low_Oil_Level
85.61,61.89,71.41,265.58,269.41,272.03,211.97,226.52,210.57,269.01,216.35,1.273,4.7,87.3,9.52,0.8467,1.0946,5,Over_Voltage
92.84,58.49,74.27,271.2,279.53,275.96,225.85,225.29,218.67,275.56,223.27,1.582,2.059,92.29,15.78,0.8422,1.0172,5,Over_Voltage
90.77,59.04,68.19,239.07,237.81,239.26,207.76,187.02,192.92,238.71,195.9,0.38,6.054,70.15,9.15,0.9075,1.0589,0,Normal
88.43,49.54,77.55,236.97,239.78,287.29,194.82,185.1,2.05,254.68,127.32,12.805,98.393,45.57,28.01,0.8838,14.2896,4,Open_Circuit
90.93,53.03,66.89,243.95,240.46,240.5,198.31,198.37,189.28,241.64,195.32,0.958,3.091,70.8,13.85,0.8574,1.0055,0,Normal
79.26,80.11,108.43,234.48,238.05,237.31,255.27,249.05,246.02,236.61,250.11,0.903,2.063,88.76,28.32,0.8432,0.9754,1,Overheating
52.83,70.51,90.48,235.96,241.89,237.36,193.77,184.97,196.41,238.41,191.72,1.463,3.521,68.54,19.97,0.79,0.9369,2,Low_Oil_Level
86.61,56.78,65.97,239.44,240.08,240.27,205.51,198.8,204.61,239.93,202.98,0.204,2.056,73.05,9.19,0.8896,1.0091,0,Normal
89.9,48.31,74.2,239.39,271.5,240.47,184.79,1.7,190.78,250.46,125.76,8.404,98.646,45.29,25.89,0.8857,11.8816,4,Open_Circuit
82.44,47.37,64.45,237.07,239.06,238.9,194.12,184.47,200.15,238.34,192.91,0.535,4.377,68.97,17.08,0.8655,0.9666,0,Normal
90.1,56.68,75.91,286.64,287.44,289.93,196.17,203.92,208.78,288.0,202.96,0.668,3.342,87.69,19.23,0.8526,0.9904,5,Over_Voltage
86.69,99.43,146.87,136.93,148.36,177.8,1167.69,1185.63,1141.23,154.36,1164.85,15.183,2.028,269.35,47.44,0.6881,0.4119,3,Short_Circuit
43.3,78.96,101.53,237.5,241.74,238.7,190.0,191.33,182.37,239.31,187.9,1.013,2.943,67.45,22.57,0.8549,0.8962,2,Low_Oil_Level
89.08,69.68,104.48,230.43,234.53,229.65,280.8,284.36,285.91,231.54,283.69,1.294,1.017,98.53,34.8,0.8228,0.9242,6,Over_Current
88.94,60.79,61.16,242.35,239.09,241.04,195.26,201.04,193.01,240.82,196.44,0.722,2.342,70.95,0.37,0.8398,1.0033,0,Normal
89.55,56.24,64.01,242.18,238.38,239.8,202.74,191.63,184.74,240.12,193.04,0.857,5.025,69.54,7.77,0.8928,0.9913,0,Normal
85.4,80.71,89.96,239.43,237.26,247.94,284.64,229.84,245.43,241.54,253.31,2.649,12.369,91.77,9.24,0.8738,1.0143,1,Overheating
80.92,84.67,106.28,222.56,227.32,226.89,254.07,241.49,250.8,225.59,248.79,1.343,2.935,84.17,21.61,0.8259,0.999,6,Over_Current
40.18,78.15,77.74,236.77,238.29,242.94,202.13,196.66,196.03,239.33,198.28,1.508,1.945,71.17,-0.4,0.8592,1.0344,2,Low_Oil_Level
88.96,59.23,59.93,237.99,236.83,240.17,178.65,199.75,207.5,238.33,195.3,0.771,8.526,69.83,0.69,0.8917,0.9811,0,Normal
93.18,76.31,75.2,320.89,319.93,318.28,204.26,213.33,218.81,319.7,212.13,0.443,3.711,101.72,-1.11,0.8628,0.942,5,Over_Voltage
87.74,56.31,93.93,307.18,311.0,308.12,207.87,204.16,234.33,308.77,215.45,0.724,8.761,99.77,37.62,0.7964,1.0409,5,Over_Voltage
88.05,56.36,79.8,238.3,240.32,260.79,205.08,189.97,2.3,246.47,132.45,5.811,98.263,47.56,23.44,0.8634,6.2197,4,Open_Circuit
86.38,53.13,69.36,242.01,244.2,236.98,197.91,195.67,193.58,241.07,195.72,1.695,1.117,70.78,16.23,0.8713,1.0311,0,Normal
88.86,53.52,69.37,237.94,239.09,283.34,202.92,204.0,2.01,253.46,136.31,11.79,98.523,48.81,15.85,0.8772,6.5906,4,Open_Circuit
79.8,79.24,119.58,241.37,240.71,237.59,277.08,267.33,254.29,239.89,266.24,0.958,4.486,95.82,40.34,0.8367,0.9763,1,Overheating
80.27,89.76,120.06,240.06,239.13,237.8,257.04,290.98,253.68,238.99,267.23,0.501,8.886,95.8,30.29,0.8309,1.0156,1,Overheating
84.92,74.46,84.72,230.52,228.22,226.86,421.1,441.01,417.06,228.53,426.39,0.867,3.43,146.17,10.26,0.8285,0.9302,6,Over_Current
87.13,49.27,73.59,242.94,278.75,236.91,207.59,2.54,192.43,252.86,134.19,10.237,98.111,48.36,24.32,0.8806,13.4232,4,Open_Circuit
45.47,73.24,97.27,241.12,240.92,243.43,198.87,193.4,185.42,241.82,192.56,0.665,3.709,69.84,24.03,0.8749,0.8744,2,Low_Oil_Level
93.85,53.91,91.47,286.97,242.7,237.11,2.13,195.03,188.6,255.59,128.58,12.275,98.344,46.33,37.56,0.8758,11.1932,4,Open_Circuit
89.1,77.48,120.66,149.17,136.74,186.84,2885.91,2810.61,2995.66,157.58,2897.39,18.565,3.392,687.25,43.19,0.7521,0.492,3,Short_Circuit
79.04,96.01,105.36,241.03,240.13,240.7,247.96,278.67,283.85,240.62,270.16,0.206,8.218,97.5,9.35,0.8482,1.0382,1,Overheating
51.08,72.2,89.62,238.38,238.9,236.9,198.54,199.81,200.24,238.06,199.53,0.487,0.498,71.25,17.42,0.8262,1.0782,2,Low_Oil_Level
